location_id,latitude,longitude,elevation,slope,built_up,rainfall,road_density,risk_score,risk_level,priority
4761,17.435,78.5,533.0,0.527,85.25685429826844,91.88972444162191,0.9525685429826843,77.05,Very High,90
3137,17.355,78.38,531.0,0.472,76.11943333942814,95.11287515155512,0.8611943333942814,76.98,Very High,91
4353,17.415,78.46,525.0,1.07,87.49966009728362,93.90595639097702,0.9749966009728361,76.88,Very High,92
2761,17.335,78.5,536.0,0.505,85.25685429826781,91.88972444162191,0.952568542982678,76.85,Very High,93
4849,17.44,78.44,544.0,0.593,82.15268273416628,94.58438383159046,0.9215268273416628,76.65,Very High,94
5449,17.47,78.44,542.0,0.236,75.45920702302587,94.58438383159046,0.8545920702302587,76.64,Very High,95
5353,17.465,78.46,541.0,0.32,78.18594413790117,93.90595639097702,0.8818594413790117,76.61,Very High,96
2937,17.345,78.38,534.0,0.449,75.05914781357126,95.11287515155512,0.8505914781357125,76.25,Very High,97
3337,17.365,78.38,534.0,0.559,76.88822116987907,95.11287515155512,0.8688822116987908,76.21,Very High,98
2361,17.315,78.5,538.0,0.314,81.16541361930474,91.88972444162191,0.9116541361930475,76.18,Very High,99
5049,17.45,78.44,546.0,0.515,80.16802102517211,94.58438383159046,0.9016802102517212,76.06,Very High,100
4369,17.415,78.54,510.0,0.608,85.07274197359887,89.17398453065434,0.9507274197359886,76.04,Very High,101
3881,17.39,78.6,467.0,0.102,76.03655051710209,84.40458373703939,0.860365505171021,75.88,Very High,102
2545,17.325,78.42,548.0,0.498,78.8352709331671,95.01797403480373,0.8883527093316709,75.78,Very High,103
3273,17.36,78.56,497.0,0.519,82.75490621099368,87.63791736654338,0.9275490621099368,75.53,Very High,104
5553,17.475,78.46,547.0,0.215,75.55680641670327,93.90595639097702,0.8555680641670327,75.4,Very High,105
2433,17.32,78.36,533.0,0.081,67.19657467779908,94.77176177495001,0.7719657467779908,75.2,Very High,106
5545,17.475,78.42,546.0,0.21,72.04302875783188,95.01797403480373,0.8204302875783188,75.11,Very High,107
2145,17.305,78.42,551.0,0.298,74.51961211010678,95.01797403480373,0.8451961211010678,74.94,High,108
2161,17.305,78.5,537.0,0.33,78.73015704430316,91.88972444162191,0.8873015704430316,74.92,High,109
4473,17.42,78.56,496.0,0.553,81.74616707513574,87.63791736654338,0.9174616707513574,74.85,High,110
3145,17.355,78.42,523.0,1.239,83.29290447393291,95.01797403480373,0.932929044739329,74.84,High,111
2257,17.31,78.48,548.0,0.413,80.1143446935321,93.00002243586103,0.9011434469353211,74.77,High,112
3577,17.375,78.58,478.0,0.519,80.08602611332888,86.0344634604297,0.9008602611332888,74.77,High,113
2465,17.32,78.52,516.0,0.644,81.29542388957161,90.60342545155716,0.9129542388957161,74.71,High,114
2753,17.335,78.46,540.0,0.931,84.65690776360282,93.90595639097702,0.9465690776360282,74.67,High,115
5345,17.465,78.42,549.0,0.363,74.51961211010762,95.01797403480373,0.8451961211010761,74.63,High,116
3073,17.35,78.56,501.0,0.505,81.74616707513574,87.63791736654338,0.9174616707513574,74.61,High,117
2633,17.33,78.36,533.0,0.254,68.78619703358115,94.77176177495001,0.7878619703358114,74.49,High,118
4769,17.435,78.54,526.0,0.391,82.32515046067975,89.17398453065434,0.9232515046067975,74.44,High,119
4569,17.425,78.54,522.0,0.541,83.8571365595386,89.17398453065434,0.938571365595386,74.43,High,120
2769,17.335,78.54,510.0,0.645,82.32515046067914,89.17398453065434,0.9232515046067915,74.32,High,121
5753,17.485,78.46,549.0,0.149,72.74760481843384,93.90595639097702,0.8274760481843385,74.28,High,122
2457,17.32,78.48,540.0,0.748,82.43369869019446,93.00002243586103,0.9243369869019445,74.06,High,123
4033,17.4,78.36,541.0,0.409,72.68613635706768,94.77176177495001,0.8268613635706769,74.05,High,124
3729,17.385,78.34,523.0,0.361,68.15190114297663,94.18102451020036,0.7815190114297663,73.84,High,125
3785,17.385,78.62,453.0,0.075,71.44043721706993,82.78991418004858,0.8144043721706992,73.7,High,126
5457,17.47,78.48,536.0,0.582,77.56117471887116,93.00002243586103,0.8756117471887116,73.57,High,127
4961,17.445,78.5,538.0,0.738,83.35111482263194,91.88972444162191,0.9335111482263194,73.56,High,128
4177,17.405,78.58,477.0,0.674,79.59970689417004,86.0344634604297,0.8959970689417004,73.29,High,129
2369,17.315,78.54,526.0,0.305,78.40443892209092,89.17398453065434,0.8840443892209091,73.19,High,130
2265,17.31,78.52,526.0,0.555,79.01522038086121,90.60342545155716,0.890152203808612,73.01,High,131
2049,17.3,78.44,565.0,0.311,75.45920702302496,94.58438383159046,0.8545920702302495,72.93,High,132
5041,17.45,78.4,561.0,0.424,74.83512562436398,95.19565075102334,0.8483512562436398,72.88,High,133
4745,17.435,78.42,562.0,0.723,80.61510138759377,95.01797403480373,0.9061510138759377,72.85,High,134
2449,17.32,78.44,546.0,0.88,80.16802102517137,94.58438383159046,0.9016802102517136,72.84,High,135
4945,17.445,78.42,582.0,0.359,78.83527093316776,95.01797403480373,0.8883527093316776,72.5,High,136
4969,17.445,78.54,522.0,0.568,80.49893438229712,89.17398453065434,0.9049893438229712,72.47,High,137
2249,17.31,78.44,565.0,0.513,77.92659406869203,94.58438383159046,0.8792659406869203,72.42,High,138
2233,17.31,78.36,533.0,0.303,65.40129521897501,94.77176177495001,0.7540129521897501,72.33,High,139
2569,17.325,78.54,524.0,0.559,80.49893438229643,89.17398453065434,0.9049893438229641,72.29,High,140
5241,17.46,78.4,561.0,0.372,72.7771213853375,95.19565075102334,0.8277712138533749,72.29,High,141
1753,17.285,78.46,563.0,0.181,72.74760481843282,93.90595639097702,0.8274760481843283,72.15,High,142
3033,17.35,78.36,551.0,0.396,71.26186057566595,94.77176177495001,0.8126186057566596,72.12,High,143
4049,17.4,78.44,539.0,1.471,87.0218016255622,94.58438383159046,0.9702180162556221,72.07,High,144
2833,17.34,78.36,539.0,0.52,70.14780109403719,94.77176177495001,0.801478010940372,72.05,High,145
5561,17.475,78.5,547.0,0.373,76.07837487741324,91.88972444162191,0.8607837487741326,71.87,High,146
5849,17.49,78.44,568.0,0.081,69.97996650615161,94.58438383159046,0.7997996650615161,71.77,High,147
3281,17.36,78.6,492.0,0.159,75.12783466658259,84.40458373703939,0.8512783466658258,71.61,High,148
5953,17.495,78.46,551.0,0.258,69.79406436259336,93.90595639097702,0.7979406436259335,71.55,High,149
5745,17.485,78.42,552.0,0.374,69.3968296426746,95.01797403480373,0.793968296426746,71.52,High,150
3833,17.39,78.36,536.0,0.798,72.97528931885563,94.77176177495001,0.8297528931885563,71.44,High,151
1961,17.295,78.5,545.0,0.456,76.07837487741324,91.88972444162191,0.8607837487741326,71.4,High,152
4145,17.405,78.42,543.0,1.384,84.1519234634276,95.01797403480373,0.941519234634276,71.35,High,153
4665,17.43,78.52,541.0,0.877,85.04380790646103,90.60342545155716,0.9504380790646102,71.27,High,154
1945,17.295,78.42,559.0,0.463,72.04302875783188,95.01797403480373,0.8204302875783188,71.16,High,155
5361,17.465,78.5,561.0,0.412,78.73015704430406,91.88972444162191,0.8873015704430406,71.03,High,156
4673,17.43,78.56,509.0,0.731,80.42450441535937,87.63791736654338,0.9042450441535937,70.89,High,157
5657,17.48,78.48,552.0,0.489,74.80832549176105,93.00002243586103,0.8480832549176105,70.86,High,158
2033,17.3,78.36,533.0,0.369,63.42503216599002,94.77176177495001,0.7342503216599001,70.74,High,159
5465,17.47,78.52,562.0,0.131,76.50514768694137,90.60342545155716,0.8650514768694136,70.7,High,160
2057,17.3,78.48,556.0,0.611,77.5611747188702,93.00002243586103,0.875611747188702,70.67,High,161
3129,17.355,78.34,558.0,0.13,66.96933710172323,94.18102451020036,0.7696933710172322,70.64,High,162
6049,17.5,78.44,555.0,0.234,67.03772173305211,94.58438383159046,0.7703772173305211,70.64,High,163
5761,17.485,78.5,551.0,0.295,73.24497796502254,91.88972444162191,0.8324497796502255,70.58,High,164
2441,17.32,78.4,530.0,1.159,74.83512562436329,95.19565075102334,0.848351256243633,70.51,High,165
2537,17.325,78.38,529.0,1.009,72.13002861070662,95.11287515155512,0.8213002861070662,70.48,High,166
5441,17.47,78.4,565.0,0.391,70.51164805165459,95.19565075102334,0.8051164805165459,70.43,High,167
5145,17.455,78.42,556.0,0.873,76.7939753543707,95.01797403480373,0.867939753543707,70.38,High,168
2529,17.325,78.34,538.0,0.268,63.57718001101945,94.18102451020036,0.7357718001101945,70.34,High,169
4233,17.41,78.36,549.0,0.679,72.11214970994668,94.77176177495001,0.8211214970994667,70.33,High,170
3433,17.37,78.36,527.0,1.046,72.68613635706753,94.77176177495001,0.8268613635706753,70.3,High,171
1953,17.295,78.46,570.0,0.451,75.55680641670327,93.90595639097702,0.8555680641670327,70.28,High,172
2153,17.305,78.46,546.0,0.968,78.18594413790026,93.90595639097702,0.8818594413790026,70.25,High,173
4649,17.43,78.44,546.0,1.39,83.85266099112066,94.58438383159046,0.9385266099112066,70.23,High,174
5161,17.455,78.5,542.0,0.933,81.16541361930557,91.88972444162191,0.9116541361930557,70.2,High,175
4081,17.4,78.6,472.0,0.663,75.73212945139127,84.40458373703939,0.8573212945139127,70.13,High,176
3233,17.36,78.36,550.0,0.691,72.11214970994641,94.77176177495001,0.8211214970994641,70.09,High,177
5649,17.48,78.44,555.0,0.669,72.79884966763844,94.58438383159046,0.8279884966763844,69.75,High,178
3529,17.375,78.34,524.0,0.811,68.01918735148027,94.18102451020036,0.7801918735148028,69.68,High,179
3681,17.38,78.6,469.0,0.78,76.03655051710204,84.40458373703939,0.8603655051710204,69.65,High,180
2929,17.345,78.34,548.0,0.341,66.06778528903997,94.18102451020036,0.7606778528903997,69.64,High,181
4377,17.415,78.58,495.0,0.774,78.7972364470941,86.0344634604297,0.8879723644709409,69.62,High,182
2473,17.32,78.56,542.0,0.181,76.92332174135427,87.63791736654338,0.8692332174135426,69.58,High,183
2273,17.31,78.56,539.0,0.104,74.7934948661112,87.63791736654338,0.8479349486611121,69.56,High,184
3377,17.365,78.58,492.0,0.878,79.59970689416981,86.0344634604297,0.8959970689416982,69.51,High,185
3025,17.35,78.32,545.0,0.065,61.62984904569373,93.35575399666972,0.7162984904569373,69.22,High,186
2873,17.34,78.56,515.0,0.832,80.42450441535885,87.63791736654338,0.9042450441535885,69.2,High,187
5857,17.49,78.48,555.0,0.466,71.89143903787988,93.00002243586103,0.8189143903787988,69.18,High,188
2729,17.335,78.34,545.0,0.373,64.93159024708268,94.18102451020036,0.7493159024708267,69.18,High,189
5169,17.455,78.54,531.0,0.696,78.4044389220917,89.17398453065434,0.884044389220917,69.09,High,190
4137,17.405,78.38,536.0,1.338,76.8882211698793,95.11287515155512,0.868882211698793,69.09,High,191
1929,17.295,78.34,536.0,0.144,58.40843918786012,94.18102451020036,0.6840843918786012,69.06,High,192
2977,17.345,78.58,517.0,0.446,77.69049702398972,86.0344634604297,0.8769049702398972,69.03,High,193
4737,17.435,78.38,587.0,0.396,73.72290607949748,95.11287515155512,0.8372290607949748,69.02,High,194
4937,17.445,78.38,575.0,0.502,72.13002861070723,95.11287515155512,0.8213002861070722,68.86,High,195
4329,17.415,78.34,567.0,0.219,66.96933710172351,94.18102451020036,0.769693371017235,68.66,High,196
5641,17.48,78.4,561.0,0.52,68.06899574978678,95.19565075102334,0.7806899574978678,68.58,High,197
2329,17.315,78.34,542.0,0.317,62.02380080016368,94.18102451020036,0.7202380080016367,68.58,High,198
2777,17.335,78.58,529.0,0.239,76.29571102547135,86.0344634604297,0.8629571102547134,68.55,High,199
1833,17.29,78.36,544.0,0.332,61.29420880837295,94.77176177495001,0.7129420880837295,68.52,High,200
3177,17.355,78.58,512.0,0.644,78.79723644709375,86.0344634604297,0.8879723644709374,68.51,High,201
3625,17.38,78.32,533.0,0.409,63.04993936670316,93.35575399666972,0.7304993936670315,68.5,High,202
4537,17.425,78.38,590.0,0.49,75.05914781357167,95.11287515155512,0.8505914781357167,68.48,High,203
2129,17.305,78.34,533.0,0.371,60.29306243073327,94.18102451020036,0.7029306243073327,68.42,High,204
1849,17.29,78.44,577.0,0.492,72.79884966763746,94.58438383159046,0.8279884966763746,68.4,High,205
4841,17.44,78.4,577.0,0.807,76.65737648930372,95.19565075102334,0.8665737648930372,68.32,High,206
5665,17.48,78.52,566.0,0.192,73.7987663084885,90.60342545155716,0.8379876630848849,68.25,High,207
6153,17.505,78.46,559.0,0.339,66.73227562796757,93.90595639097702,0.7673227562796756,68.22,High,208
2169,17.305,78.54,530.0,0.676,76.07080162847836,89.17398453065434,0.8607080162847838,68.21,High,209
4977,17.445,78.58,522.0,0.297,74.63304540579402,86.0344634604297,0.8463304540579402,68.12,High,210
4777,17.435,78.58,523.0,0.393,76.29571102547189,86.0344634604297,0.8629571102547189,67.99,High,211
4577,17.425,78.58,507.0,0.721,77.69049702399016,86.0344634604297,0.8769049702399017,67.93,High,212
1641,17.28,78.4,580.0,0.161,65.48079028590013,95.19565075102334,0.7548079028590013,67.91,High,213
3225,17.36,78.32,553.0,0.14,62.334568967342406,93.35575399666972,0.723345689673424,67.86,High,214
4481,17.42,78.6,501.0,0.401,74.23264783252958,84.40458373703939,0.8423264783252958,67.83,High,215
2073,17.3,78.56,538.0,0.183,72.4489583973687,87.63791736654338,0.824489583973687,67.8,High,216
3081,17.35,78.6,501.0,0.408,74.23264783252958,84.40458373703939,0.8423264783252958,67.77,High,217
1937,17.295,78.38,547.0,0.695,66.05124200676141,95.11287515155512,0.7605124200676141,67.76,High,218
1745,17.285,78.42,566.0,0.592,69.39682964267365,95.01797403480373,0.7939682964267365,67.75,High,219
3689,17.38,78.64,460.0,0.15,66.46226772145707,81.23170222284651,0.7646226772145706,67.71,High,220
2577,17.325,78.58,521.0,0.361,74.63304540579338,86.0344634604297,0.8463304540579338,67.69,High,221
1633,17.28,78.36,543.0,0.311,59.0364136025049,94.77176177495001,0.690364136025049,67.68,High,222
1857,17.29,78.48,570.0,0.59,74.80832549176003,93.00002243586103,0.8480832549176004,67.59,High,223
2065,17.3,78.52,537.0,0.875,76.50514768694043,90.60342545155716,0.8650514768694043,67.46,High,224
3481,17.37,78.6,497.0,0.592,75.7321294513911,84.40458373703939,0.857321294513911,67.44,High,225
5369,17.465,78.54,543.0,0.576,76.07080162847924,89.17398453065434,0.8607080162847924,67.37,High,226
2337,17.315,78.38,563.0,0.747,70.30315025466913,95.11287515155512,0.8030315025466914,67.36,High,227
2673,17.33,78.56,532.0,0.703,78.80916764584057,87.63791736654338,0.8880916764584057,67.27,High,228
4873,17.44,78.56,524.0,0.824,78.8091676458412,87.63791736654338,0.8880916764584119,67.26,High,229
6057,17.5,78.48,570.0,0.303,68.84690209505393,93.00002243586103,0.7884690209505394,67.08,High,230
4545,17.425,78.42,601.0,0.885,82.10817526137168,95.01797403480373,0.9210817526137168,67.03,High,231
2137,17.305,78.38,557.0,0.767,68.26768560767282,95.11287515155512,0.7826768560767282,66.94,High,232
4681,17.43,78.6,507.0,0.363,73.05976282189201,84.40458373703939,0.83059762821892,66.77,High,233
5137,17.455,78.38,578.0,0.594,70.30315025466983,95.11287515155512,0.8030315025466983,66.72,High,234
3185,17.355,78.62,492.0,0.221,70.18470731672284,82.78991418004858,0.8018470731672285,66.61,High,235
1665,17.28,78.52,556.0,0.363,70.93111663697505,90.60342545155716,0.8093111663697505,66.6,High,236
5537,17.475,78.38,573.0,0.443,66.05124200676141,95.11287515155512,0.7605124200676141,66.54,High,237
5065,17.45,78.52,597.0,0.358,81.29542388957238,90.60342545155716,0.9129542388957238,66.52,High,238
5961,17.495,78.5,556.0,0.509,70.26599902191116,91.88972444162191,0.8026599902191116,66.51,High,239
1865,17.29,78.52,560.0,0.489,73.7987663084875,90.60342545155716,0.837987663084875,66.43,High,240
3425,17.37,78.32,541.0,0.516,62.810289294321386,93.35575399666972,0.7281028929432138,66.38,High,241
4281,17.41,78.6,492.0,0.754,75.12783466658286,84.40458373703939,0.8512783466658285,66.37,High,242
6257,17.51,78.48,566.0,0.265,65.71110263650472,93.00002243586103,0.7571110263650472,66.34,High,243
5337,17.465,78.38,580.0,0.489,68.26768560767357,95.11287515155512,0.7826768560767358,66.34,High,244
2881,17.34,78.6,502.0,0.488,73.05976282189155,84.40458373703939,0.8305976282189155,66.33,High,245
6345,17.515,78.42,571.0,0.192,60.77810287087459,95.01797403480373,0.7077810287087459,66.21,High,246
1841,17.29,78.4,583.0,0.462,68.0689957497859,95.19565075102334,0.7806899574978589,66.18,High,247
1761,17.285,78.5,553.0,0.775,73.24497796502152,91.88972444162191,0.8324497796502152,66.09,High,248
4249,17.41,78.44,587.0,1.392,86.30517272570339,94.58438383159046,0.9630517272570339,66.05,High,249
1649,17.28,78.44,584.0,0.493,69.97996650615059,94.58438383159046,0.7997996650615058,66.02,High,250
5945,17.495,78.42,560.0,0.717,66.61466685818772,95.01797403480373,0.7661466685818771,66.02,High,251
1729,17.285,78.34,536.0,0.388,56.39474223188381,94.18102451020036,0.6639474223188381,65.88,High,252
4225,17.41,78.32,546.0,0.473,62.33456896734262,93.35575399666972,0.7233456896734262,65.86,High,253
1657,17.28,78.48,577.0,0.521,71.89143903787883,93.00002243586103,0.8189143903787882,65.79,High,254
3521,17.375,78.3,541.0,0.155,57.83167391087289,92.3170321271748,0.6783167391087288,65.78,High,255
6353,17.515,78.46,564.0,0.367,63.5979754939795,93.90595639097702,0.7359797549397951,65.71,High,256
2481,17.32,78.6,508.0,0.288,69.95270320462218,84.40458373703939,0.7995270320462218,65.71,High,257
1969,17.295,78.54,552.0,0.486,73.52967400245527,89.17398453065434,0.8352967400245527,65.67,High,258
3929,17.395,78.34,533.0,1.14,68.01918735148038,94.18102451020036,0.7801918735148038,65.59,High,259
5473,17.47,78.56,555.0,0.18,72.44895839736958,87.63791736654338,0.8244895839736958,65.58,High,260
2041,17.3,78.4,597.0,0.465,70.51164805165376,95.19565075102334,0.8051164805165376,65.55,High,261
2985,17.345,78.62,490.0,0.318,69.22737601930022,82.78991418004858,0.7922737601930022,65.53,High,262
6145,17.505,78.42,579.0,0.326,63.73053684581819,95.01797403480373,0.737305368458182,65.48,High,263
5569,17.475,78.54,553.0,0.497,73.52967400245527,89.17398453065434,0.8352967400245527,65.44,High,264
