location_id,latitude,longitude
1537,17.275,78.38
1545,17.275,78.42
1553,17.275,78.46
1561,17.275,78.5
1569,17.275,78.54
1577,17.275,78.58
1585,17.275,78.62
1593,17.275,78.66
1601,17.28,78.2
1609,17.28,78.24
1617,17.28,78.28
1625,17.28,78.32
1633,17.28,78.36
1641,17.28,78.4
1649,17.28,78.44
1657,17.28,78.48
1665,17.28,78.52
1673,17.28,78.56
1681,17.28,78.6
1689,17.28,78.64
1697,17.28,78.68
1705,17.285,78.22
1713,17.285,78.26
1721,17.285,78.3
1729,17.285,78.34
1737,17.285,78.38
1745,17.285,78.42
1753,17.285,78.46
1761,17.285,78.5
1769,17.285,78.54
1777,17.285,78.58
1785,17.285,78.62
1793,17.285,78.66
1801,17.29,78.2
1809,17.29,78.24
1817,17.29,78.28
1825,17.29,78.32
1833,17.29,78.36
1841,17.29,78.4
1849,17.29,78.44
1857,17.29,78.48
1865,17.29,78.52
1873,17.29,78.56
1881,17.29,78.6
1889,17.29,78.64
1897,17.29,78.68
1905,17.295,78.22
1913,17.295,78.26
1921,17.295,78.3
1929,17.295,78.34
1937,17.295,78.38
1945,17.295,78.42
1953,17.295,78.46
1961,17.295,78.5
1969,17.295,78.54
1977,17.295,78.58
1985,17.295,78.62
1993,17.295,78.66
2001,17.3,78.2
2009,17.3,78.24
2017,17.3,78.28
2025,17.3,78.32
2033,17.3,78.36
2041,17.3,78.4
2049,17.3,78.44
2057,17.3,78.48
2065,17.3,78.52
2073,17.3,78.56
2081,17.3,78.6
2089,17.3,78.64
2097,17.3,78.68
2105,17.305,78.22
2113,17.305,78.26
2121,17.305,78.3
2129,17.305,78.34
2137,17.305,78.38
2145,17.305,78.42
2153,17.305,78.46
2161,17.305,78.5
2169,17.305,78.54
2177,17.305,78.58
2185,17.305,78.62
2193,17.305,78.66
2201,17.31,78.2
2209,17.31,78.24
2217,17.31,78.28
2225,17.31,78.32
2233,17.31,78.36
2241,17.31,78.4
2249,17.31,78.44
2257,17.31,78.48
2265,17.31,78.52
2273,17.31,78.56
2281,17.31,78.6
2289,17.31,78.64
2297,17.31,78.68
2305,17.315,78.22
2313,17.315,78.26
2321,17.315,78.3
2329,17.315,78.34
2337,17.315,78.38
2345,17.315,78.42
2353,17.315,78.46
2361,17.315,78.5
2369,17.315,78.54
2377,17.315,78.58
2385,17.315,78.62
2393,17.315,78.66
2401,17.32,78.2
2409,17.32,78.24
2417,17.32,78.28
2425,17.32,78.32
2433,17.32,78.36
2441,17.32,78.4
2449,17.32,78.44
2457,17.32,78.48
2465,17.32,78.52
2473,17.32,78.56
2481,17.32,78.6
2489,17.32,78.64
2497,17.32,78.68
2505,17.325,78.22
2513,17.325,78.26
2521,17.325,78.3
2529,17.325,78.34
2537,17.325,78.38
2545,17.325,78.42
2553,17.325,78.46
2561,17.325,78.5
2569,17.325,78.54
2577,17.325,78.58
2585,17.325,78.62
2593,17.325,78.66
2601,17.33,78.2
2609,17.33,78.24
2617,17.33,78.28
2625,17.33,78.32
2633,17.33,78.36
2641,17.33,78.4
2649,17.33,78.44
2657,17.33,78.48
2665,17.33,78.52
2673,17.33,78.56
2681,17.33,78.6
2689,17.33,78.64
2697,17.33,78.68
2705,17.335,78.22
2713,17.335,78.26
2721,17.335,78.3
2729,17.335,78.34
2737,17.335,78.38
2745,17.335,78.42
2753,17.335,78.46
2761,17.335,78.5
2769,17.335,78.54
2777,17.335,78.58
2785,17.335,78.62
2793,17.335,78.66
2801,17.34,78.2
2809,17.34,78.24
2817,17.34,78.28
2825,17.34,78.32
2833,17.34,78.36
2841,17.34,78.4
2849,17.34,78.44
2857,17.34,78.48
2865,17.34,78.52
2873,17.34,78.56
2881,17.34,78.6
2889,17.34,78.64
2897,17.34,78.68
2905,17.345,78.22
2913,17.345,78.26
2921,17.345,78.3
2929,17.345,78.34
2937,17.345,78.38
2945,17.345,78.42
2953,17.345,78.46
2961,17.345,78.5
2969,17.345,78.54
2977,17.345,78.58
2985,17.345,78.62
2993,17.345,78.66
3001,17.35,78.2
3009,17.35,78.24
3017,17.35,78.28
3025,17.35,78.32
3033,17.35,78.36
3041,17.35,78.4
3049,17.35,78.44
3057,17.35,78.48
3065,17.35,78.52
3073,17.35,78.56
3081,17.35,78.6
3089,17.35,78.64
3097,17.35,78.68
3105,17.355,78.22
3113,17.355,78.26
3121,17.355,78.3
3129,17.355,78.34
3137,17.355,78.38
3145,17.355,78.42
3153,17.355,78.46
3161,17.355,78.5
3169,17.355,78.54
3177,17.355,78.58
3185,17.355,78.62
3193,17.355,78.66
3201,17.36,78.2
3209,17.36,78.24
3217,17.36,78.28
3225,17.36,78.32
3233,17.36,78.36
3241,17.36,78.4
3249,17.36,78.44
3257,17.36,78.48
3265,17.36,78.52
3273,17.36,78.56
3281,17.36,78.6
3289,17.36,78.64
3297,17.36,78.68
3305,17.365,78.22
3313,17.365,78.26
3321,17.365,78.3
3329,17.365,78.34
3337,17.365,78.38
3345,17.365,78.42
3353,17.365,78.46
3361,17.365,78.5
3369,17.365,78.54
3377,17.365,78.58
3385,17.365,78.62
3393,17.365,78.66
3401,17.37,78.2
3409,17.37,78.24
3417,17.37,78.28
3425,17.37,78.32
3433,17.37,78.36
3441,17.37,78.4
3449,17.37,78.44
3457,17.37,78.48
3465,17.37,78.52
3473,17.37,78.56
3481,17.37,78.6
3489,17.37,78.64
3497,17.37,78.68
3505,17.375,78.22
3513,17.375,78.26
3521,17.375,78.3
3529,17.375,78.34
3537,17.375,78.38
3545,17.375,78.42
3553,17.375,78.46
3561,17.375,78.5
3569,17.375,78.54
3577,17.375,78.58
3585,17.375,78.62
3593,17.375,78.66
3601,17.38,78.2
3609,17.38,78.24
3617,17.38,78.28
3625,17.38,78.32
3633,17.38,78.36
3641,17.38,78.4
3649,17.38,78.44
3657,17.38,78.48
3665,17.38,78.52
3673,17.38,78.56
3681,17.38,78.6
3689,17.38,78.64
3697,17.38,78.68
3705,17.385,78.22
3713,17.385,78.26
3721,17.385,78.3
3729,17.385,78.34
3737,17.385,78.38
3745,17.385,78.42
3753,17.385,78.46
3761,17.385,78.5
3769,17.385,78.54
3777,17.385,78.58
3785,17.385,78.62
3793,17.385,78.66
3801,17.39,78.2
3809,17.39,78.24
3817,17.39,78.28
3825,17.39,78.32
3833,17.39,78.36
3841,17.39,78.4
3849,17.39,78.44
3857,17.39,78.48
3865,17.39,78.52
3873,17.39,78.56
3881,17.39,78.6
3889,17.39,78.64
3897,17.39,78.68
3905,17.395,78.22
3913,17.395,78.26
3921,17.395,78.3
3929,17.395,78.34
3937,17.395,78.38
3945,17.395,78.42
3953,17.395,78.46
3961,17.395,78.5
3969,17.395,78.54
3977,17.395,78.58
3985,17.395,78.62
3993,17.395,78.66
4001,17.4,78.2
4009,17.4,78.24
4017,17.4,78.28
4025,17.4,78.32
4033,17.4,78.36
4041,17.4,78.4
4049,17.4,78.44
4057,17.4,78.48
4065,17.4,78.52
4073,17.4,78.56
4081,17.4,78.6
4089,17.4,78.64
4097,17.4,78.68
4105,17.405,78.22
4113,17.405,78.26
4121,17.405,78.3
4129,17.405,78.34
4137,17.405,78.38
4145,17.405,78.42
4153,17.405,78.46
4161,17.405,78.5
4169,17.405,78.54
4177,17.405,78.58
4185,17.405,78.62
4193,17.405,78.66
4201,17.41,78.2
4209,17.41,78.24
4217,17.41,78.28
4225,17.41,78.32
4233,17.41,78.36
4241,17.41,78.4
4249,17.41,78.44
4257,17.41,78.48
4265,17.41,78.52
4273,17.41,78.56
4281,17.41,78.6
4289,17.41,78.64
4297,17.41,78.68
4305,17.415,78.22
4313,17.415,78.26
4321,17.415,78.3
4329,17.415,78.34
4337,17.415,78.38
4345,17.415,78.42
4353,17.415,78.46
4361,17.415,78.5
4369,17.415,78.54
4377,17.415,78.58
4385,17.415,78.62
4393,17.415,78.66
4401,17.42,78.2
4409,17.42,78.24
4417,17.42,78.28
4425,17.42,78.32
4433,17.42,78.36
4441,17.42,78.4
4449,17.42,78.44
4457,17.42,78.48
4465,17.42,78.52
4473,17.42,78.56
4481,17.42,78.6
4489,17.42,78.64
4497,17.42,78.68
4505,17.425,78.22
4513,17.425,78.26
4521,17.425,78.3
4529,17.425,78.34
4537,17.425,78.38
4545,17.425,78.42
4553,17.425,78.46
4561,17.425,78.5
4569,17.425,78.54
4577,17.425,78.58
4585,17.425,78.62
4593,17.425,78.66
4601,17.43,78.2
4609,17.43,78.24
4617,17.43,78.28
4625,17.43,78.32
4633,17.43,78.36
4641,17.43,78.4
4649,17.43,78.44
4657,17.43,78.48
4665,17.43,78.52
4673,17.43,78.56
4681,17.43,78.6
4689,17.43,78.64
4697,17.43,78.68
4705,17.435,78.22
4713,17.435,78.26
4721,17.435,78.3
4729,17.435,78.34
4737,17.435,78.38
4745,17.435,78.42
4753,17.435,78.46
4761,17.435,78.5
4769,17.435,78.54
4777,17.435,78.58
4785,17.435,78.62
4793,17.435,78.66
4801,17.44,78.2
4809,17.44,78.24
4817,17.44,78.28
4825,17.44,78.32
4833,17.44,78.36
4841,17.44,78.4
4849,17.44,78.44
4857,17.44,78.48
4865,17.44,78.52
4873,17.44,78.56
4881,17.44,78.6
4889,17.44,78.64
4897,17.44,78.68
4905,17.445,78.22
4913,17.445,78.26
4921,17.445,78.3
4929,17.445,78.34
4937,17.445,78.38
4945,17.445,78.42
4953,17.445,78.46
4961,17.445,78.5
4969,17.445,78.54
4977,17.445,78.58
4985,17.445,78.62
4993,17.445,78.66
5001,17.45,78.2
5009,17.45,78.24
5017,17.45,78.28
5025,17.45,78.32
5033,17.45,78.36
5041,17.45,78.4
5049,17.45,78.44
5057,17.45,78.48
5065,17.45,78.52
5073,17.45,78.56
5081,17.45,78.6
5089,17.45,78.64
5097,17.45,78.68
5105,17.455,78.22
5113,17.455,78.26
5121,17.455,78.3
5129,17.455,78.34
5137,17.455,78.38
5145,17.455,78.42
5153,17.455,78.46
5161,17.455,78.5
5169,17.455,78.54
5177,17.455,78.58
5185,17.455,78.62
5193,17.455,78.66
5201,17.46,78.2
5209,17.46,78.24
5217,17.46,78.28
5225,17.46,78.32
5233,17.46,78.36
5241,17.46,78.4
5249,17.46,78.44
5257,17.46,78.48
5265,17.46,78.52
5273,17.46,78.56
5281,17.46,78.6
5289,17.46,78.64
5297,17.46,78.68
5305,17.465,78.22
5313,17.465,78.26
5321,17.465,78.3
5329,17.465,78.34
5337,17.465,78.38
5345,17.465,78.42
5353,17.465,78.46
5361,17.465,78.5
5369,17.465,78.54
5377,17.465,78.58
5385,17.465,78.62
5393,17.465,78.66
5401,17.47,78.2
5409,17.47,78.24
5417,17.47,78.28
5425,17.47,78.32
5433,17.47,78.36
5441,17.47,78.4
5449,17.47,78.44
5457,17.47,78.48
5465,17.47,78.52
5473,17.47,78.56
5481,17.47,78.6
5489,17.47,78.64
5497,17.47,78.68
5505,17.475,78.22
5513,17.475,78.26
5521,17.475,78.3
5529,17.475,78.34
5537,17.475,78.38
5545,17.475,78.42
5553,17.475,78.46
5561,17.475,78.5
5569,17.475,78.54
5577,17.475,78.58
5585,17.475,78.62
5593,17.475,78.66
5601,17.48,78.2
5609,17.48,78.24
5617,17.48,78.28
5625,17.48,78.32
5633,17.48,78.36
5641,17.48,78.4
5649,17.48,78.44
5657,17.48,78.48
5665,17.48,78.52
5673,17.48,78.56
5681,17.48,78.6
5689,17.48,78.64
5697,17.48,78.68
5705,17.485,78.22
5713,17.485,78.26
5721,17.485,78.3
5729,17.485,78.34
5737,17.485,78.38
5745,17.485,78.42
5753,17.485,78.46
5761,17.485,78.5
5769,17.485,78.54
5777,17.485,78.58
5785,17.485,78.62
5793,17.485,78.66
5801,17.49,78.2
5809,17.49,78.24
5817,17.49,78.28
5825,17.49,78.32
5833,17.49,78.36
5841,17.49,78.4
5849,17.49,78.44
5857,17.49,78.48
5865,17.49,78.52
5873,17.49,78.56
5881,17.49,78.6
5889,17.49,78.64
5897,17.49,78.68
5905,17.495,78.22
5913,17.495,78.26
5921,17.495,78.3
5929,17.495,78.34
5937,17.495,78.38
5945,17.495,78.42
5953,17.495,78.46
5961,17.495,78.5
5969,17.495,78.54
5977,17.495,78.58
5985,17.495,78.62
5993,17.495,78.66
6001,17.5,78.2
6009,17.5,78.24
6017,17.5,78.28
6025,17.5,78.32
6033,17.5,78.36
6041,17.5,78.4
6049,17.5,78.44
6057,17.5,78.48
6065,17.5,78.52
6073,17.5,78.56
6081,17.5,78.6
6089,17.5,78.64
6097,17.5,78.68
6105,17.505,78.22
6113,17.505,78.26
6121,17.505,78.3
6129,17.505,78.34
6137,17.505,78.38
6145,17.505,78.42
6153,17.505,78.46
6161,17.505,78.5
6169,17.505,78.54
6177,17.505,78.58
6185,17.505,78.62
6193,17.505,78.66
6201,17.51,78.2
6209,17.51,78.24
6217,17.51,78.28
6225,17.51,78.32
6233,17.51,78.36
6241,17.51,78.4
6249,17.51,78.44
6257,17.51,78.48
6265,17.51,78.52
6273,17.51,78.56
6281,17.51,78.6
6289,17.51,78.64
6297,17.51,78.68
6305,17.515,78.22
6313,17.515,78.26
6321,17.515,78.3
6329,17.515,78.34
6337,17.515,78.38
6345,17.515,78.42
6353,17.515,78.46
6361,17.515,78.5
6369,17.515,78.54
6377,17.515,78.58
6385,17.515,78.62
6393,17.515,78.66
6401,17.52,78.2
6409,17.52,78.24
6417,17.52,78.28
6425,17.52,78.32
6433,17.52,78.36
6441,17.52,78.4
6449,17.52,78.44
6457,17.52,78.48
6465,17.52,78.52
6473,17.52,78.56
6481,17.52,78.6
6489,17.52,78.64
6497,17.52,78.68
6505,17.525,78.22
6513,17.525,78.26
6521,17.525,78.3
6529,17.525,78.34
6537,17.525,78.38
6545,17.525,78.42
6553,17.525,78.46
6561,17.525,78.5
6569,17.525,78.54
6577,17.525,78.58
6585,17.525,78.62
6593,17.525,78.66
6601,17.53,78.2
6609,17.53,78.24
6617,17.53,78.28
6625,17.53,78.32
6633,17.53,78.36
6641,17.53,78.4
6649,17.53,78.44
6657,17.53,78.48
6665,17.53,78.52
6673,17.53,78.56
6681,17.53,78.6
6689,17.53,78.64
6697,17.53,78.68
6705,17.535,78.22
6713,17.535,78.26
6721,17.535,78.3
6729,17.535,78.34
6737,17.535,78.38
6745,17.535,78.42
6753,17.535,78.46
6761,17.535,78.5
6769,17.535,78.54
6777,17.535,78.58
6785,17.535,78.62
6793,17.535,78.66
6801,17.54,78.2
6809,17.54,78.24
6817,17.54,78.28
6825,17.54,78.32
6833,17.54,78.36
6841,17.54,78.4
6849,17.54,78.44
6857,17.54,78.48
6865,17.54,78.52
6873,17.54,78.56
6881,17.54,78.6
6889,17.54,78.64
6897,17.54,78.68
6905,17.545,78.22
6913,17.545,78.26
6921,17.545,78.3
6929,17.545,78.34
6937,17.545,78.38
6945,17.545,78.42
6953,17.545,78.46
6961,17.545,78.5
6969,17.545,78.54
6977,17.545,78.58
6985,17.545,78.62
6993,17.545,78.66
7001,17.55,78.2
7009,17.55,78.24
7017,17.55,78.28
7025,17.55,78.32
7033,17.55,78.36
7041,17.55,78.4
7049,17.55,78.44
7057,17.55,78.48
7065,17.55,78.52
7073,17.55,78.56
7081,17.55,78.6
7089,17.55,78.64
7097,17.55,78.68
7105,17.555,78.22
7113,17.555,78.26
7121,17.555,78.3
7129,17.555,78.34
7137,17.555,78.38
7145,17.555,78.42
7153,17.555,78.46
7161,17.555,78.5
7169,17.555,78.54
7177,17.555,78.58
7185,17.555,78.62
7193,17.555,78.66
7201,17.56,78.2
7209,17.56,78.24
7217,17.56,78.28
7225,17.56,78.32
7233,17.56,78.36
7241,17.56,78.4
7249,17.56,78.44
7257,17.56,78.48
7265,17.56,78.52
7273,17.56,78.56
7281,17.56,78.6
7289,17.56,78.64
7297,17.56,78.68
7305,17.565,78.22
7313,17.565,78.26
7321,17.565,78.3
7329,17.565,78.34
7337,17.565,78.38
7345,17.565,78.42
7353,17.565,78.46
7361,17.565,78.5
7369,17.565,78.54
7377,17.565,78.58
7385,17.565,78.62
7393,17.565,78.66
7401,17.57,78.2
7409,17.57,78.24
7417,17.57,78.28
7425,17.57,78.32
7433,17.57,78.36
7441,17.57,78.4
7449,17.57,78.44
7457,17.57,78.48
7465,17.57,78.52
7473,17.57,78.56
7481,17.57,78.6
7489,17.57,78.64
7497,17.57,78.68
7505,17.575,78.22
7513,17.575,78.26
7521,17.575,78.3
7529,17.575,78.34
7537,17.575,78.38
7545,17.575,78.42
7553,17.575,78.46
7561,17.575,78.5
7569,17.575,78.54
7577,17.575,78.58
7585,17.575,78.62
7593,17.575,78.66
7601,17.58,78.2
7609,17.58,78.24
7617,17.58,78.28
7625,17.58,78.32
7633,17.58,78.36
7641,17.58,78.4
7649,17.58,78.44
7657,17.58,78.48
7665,17.58,78.52
7673,17.58,78.56
7681,17.58,78.6
7689,17.58,78.64
7697,17.58,78.68
7705,17.585,78.22
7713,17.585,78.26
7721,17.585,78.3
7729,17.585,78.34
7737,17.585,78.38
7745,17.585,78.42
7753,17.585,78.46
7761,17.585,78.5
7769,17.585,78.54
7777,17.585,78.58
7785,17.585,78.62
7793,17.585,78.66
7801,17.59,78.2
7809,17.59,78.24
7817,17.59,78.28
7825,17.59,78.32
7833,17.59,78.36
7841,17.59,78.4
7849,17.59,78.44
7857,17.59,78.48
7865,17.59,78.52
7873,17.59,78.56
7881,17.59,78.6
7889,17.59,78.64
7897,17.59,78.68
7905,17.595,78.22
7913,17.595,78.26
7921,17.595,78.3
7929,17.595,78.34
7937,17.595,78.38
7945,17.595,78.42
7953,17.595,78.46
7961,17.595,78.5
7969,17.595,78.54
7977,17.595,78.58
7985,17.595,78.62
7993,17.595,78.66
8001,17.6,78.2
8009,17.6,78.24
8017,17.6,78.28
8025,17.6,78.32
8033,17.6,78.36
8041,17.6,78.4
8049,17.6,78.44
8057,17.6,78.48
8065,17.6,78.52
8073,17.6,78.56
8081,17.6,78.6
8089,17.6,78.64
8097,17.6,78.68
